"index","label","fileName","relativePath","kind","width","height","brightness","saturation","edge","sizeMB"
"628","628 H-0488","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0488.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0488.jpg","highlight-export","3600","2400","98.03","63.94","37.04","2.357"
"629","629 H-0489","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0489.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0489.jpg","highlight-export","3600","2403","77.42","47.41","26.55","2.627"
"630","630 H-0490","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0490.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0490.jpg","highlight-export","3600","2403","95.82","74.36","27.2","2.884"
"631","631 H-0492","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0492.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0492.jpg","highlight-export","3600","2403","73.6","62.85","22.73","3.117"
"632","632 H-0496","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0496.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0496.jpg","highlight-export","3600","2400","78.04","54.6","30.67","2.007"
"633","633 H-0497","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0497.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0497.jpg","highlight-export","3600","2403","102.62","64.75","32.54","3.262"
"634","634 H-0498","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0498.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0498.jpg","highlight-export","2700","3600","122.97","55.53","29.17","2.658"
"635","635 H-0499","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0499.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0499.jpg","highlight-export","3600","2403","104.68","85.34","31.16","2.635"
"636","636 H-0500","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0500.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0500.jpg","highlight-export","3600","2403","105.15","70.57","33.11","3.208"
"637","637 H-0501","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0501.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0501.jpg","highlight-export","3600","2400","107.92","60.72","28.98","2.79"
"638","638 H-0502","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0502.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0502.jpg","highlight-export","3600","2403","130.54","73.66","27.11","2.561"
"639","639 H-0503","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0503.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0503.jpg","highlight-export","2400","3600","106.3","43.4","18.53","2.2"
"640","640 H-0504","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0504.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0504.jpg","highlight-export","2403","3600","107.31","75.86","14.29","2.855"
"641","641 H-0507","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0507.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0507.jpg","highlight-export","2400","3600","115.5","59.04","24.67","2.428"
"642","642 H-0508","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0508.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0508.jpg","highlight-export","3600","2403","80.06","33.18","18.93","2.453"
"643","643 H-0509","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0509.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0509.jpg","highlight-export","3600","2403","74.17","37.54","23.36","2.56"
"644","644 H-0510","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0510.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0510.jpg","highlight-export","2700","3600","102.91","40.91","22.09","2.657"
"645","645 H-0513","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0513.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0513.jpg","highlight-export","3600","2403","90.38","49.83","30.08","2.723"
"646","646 H-0517","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0517.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0517.jpg","highlight-export","2700","3600","130.47","48.45","20.95","2.397"
"647","647 H-0519","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0519.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0519.jpg","highlight-export","3600","2403","151.3","57.26","19.46","2.368"
"648","648 H-0520","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0520.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0520.jpg","highlight-export","3600","2403","75.36","45.25","18.45","2.838"
"649","649 H-0521","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0521.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0521.jpg","highlight-export","3600","2403","107.1","0","19.24","2.445"
"650","650 H-0522","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0522.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0522.jpg","highlight-export","3600","2403","100.82","0","16.47","2.595"
"651","651 H-0523","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0523.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0523.jpg","highlight-export","3600","2400","118.84","0","37.43","1.971"
"652","652 H-0526","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0526.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0526.jpg","highlight-export","3600","2403","87.15","60.51","27.77","2.707"
"653","653 H-0527","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0527.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0527.jpg","highlight-export","3600","2400","118.37","65.51","29.81","2.168"
"654","654 H-0528","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0528.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0528.jpg","highlight-export","3600","2403","96.72","62.11","30.92","2.584"
"655","655 H-0529","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0529.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0529.jpg","highlight-export","3600","2403","81.86","59.73","35.54","2.906"
"656","656 H-0530","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0530.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0530.jpg","highlight-export","3600","2403","78.53","62.29","30.82","3.048"
"657","657 H-0531","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0531.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0531.jpg","highlight-export","2400","3600","125.68","76.79","20.88","2.371"
"658","658 H-0532","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0532.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0532.jpg","highlight-export","3600","2403","113.72","70.3","33.72","2.897"
"659","659 H-0535","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0535.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0535.jpg","highlight-export","3600","2403","103.63","62.85","23.41","2.777"
"660","660 H-0537","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0537.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0537.jpg","highlight-export","2403","3600","138.64","45.94","24.42","2.488"
"661","661 H-0538","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0538.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0538.jpg","highlight-export","2403","3600","129.93","46.31","25.85","2.631"
"662","662 H-0539","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0539.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0539.jpg","highlight-export","3600","2403","98.04","76.34","28.36","2.825"
"663","663 H-0540","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0540.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0540.jpg","highlight-export","2403","3600","86.36","70.48","18.86","2.865"
"664","664 H-0541","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0541.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0541.jpg","highlight-export","3600","2400","114.58","61.58","35.73","2.249"
"665","665 H-0542","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0542.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0542.jpg","highlight-export","3600","2403","77.19","58.92","31.29","2.624"
"666","666 H-0544","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0544.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0544.jpg","highlight-export","3600","2403","123.11","65.9","35.64","2.873"
"667","667 H-0546","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0546.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0546.jpg","highlight-export","3600","2403","114.43","90.25","21.12","2.732"
"668","668 H-0547","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0547.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0547.jpg","highlight-export","3600","2403","131.91","78.55","22.28","2.307"
"669","669 H-0548","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0548.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0548.jpg","highlight-export","2403","3600","99.9","94.22","22.87","3.18"
"670","670 H-0549","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0549.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0549.jpg","highlight-export","3600","2403","99.78","81.03","31.54","2.849"
"671","671 H-0550","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0550.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0550.jpg","highlight-export","3600","2403","78.1","63.58","22.29","2.937"
"672","672 H-0551","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0551.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0551.jpg","highlight-export","3600","2403","91.53","84.63","23.37","2.771"
"673","673 H-0552","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0552.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0552.jpg","highlight-export","3600","2403","79.1","82.88","24.73","3.036"
"674","674 H-0553","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0553.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0553.jpg","highlight-export","2700","3600","129.95","47.73","24.06","2.192"
"675","675 H-0554","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0554.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0554.jpg","highlight-export","3600","2403","90.67","82.49","30.82","3.032"
"676","676 H-0555","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0555.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0555.jpg","highlight-export","3600","2403","79.5","94.43","26.11","3.383"
"677","677 H-0556","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0556.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0556.jpg","highlight-export","3600","2403","82.93","84.46","27.66","3.026"
"678","678 H-0557","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0557.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0557.jpg","highlight-export","3600","2403","98.9","91.1","22.34","2.9"
"679","679 H-0558","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0558.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0558.jpg","highlight-export","3600","2403","99.96","70.1","31.8","2.928"
"680","680 H-0559","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0559.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0559.jpg","highlight-export","2700","3600","131.1","0","32.19","2.159"
"681","681 H-0560","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0560.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0560.jpg","highlight-export","3600","2400","104.77","50.96","26.59","2.249"
"682","682 H-0562","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0562.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0562.jpg","highlight-export","2700","3600","122.78","56.55","22.44","2.508"
"683","683 H-0563","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0563.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0563.jpg","highlight-export","3600","2403","112.35","73.76","37.91","3.356"
"684","684 H-0564","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0564.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0564.jpg","highlight-export","2700","3600","109.78","54.7","23.3","2.69"
"685","685 H-0565","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0565.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0565.jpg","highlight-export","3600","2403","119.81","87.34","25.05","2.899"
"686","686 H-0566","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0566.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0566.jpg","highlight-export","3600","2400","103.82","55.29","31.63","2.44"
"687","687 H-0567","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0567.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0567.jpg","highlight-export","3600","2403","92.42","77.38","30.71","2.878"
"688","688 H-0568","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0568.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0568.jpg","highlight-export","2700","3600","116.9","17.39","25.04","0.888"
"689","689 H-0571","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0571.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0571.jpg","highlight-export","2403","3600","109.61","19.64","25.65","1.95"
"690","690 H-0572","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0572.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0572.jpg","highlight-export","2403","3600","89.38","18.95","22.9","1.692"
"691","691 H-0579","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0579.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0579.jpg","highlight-export","2508","3344","89.02","19.14","24.95","1.277"
"692","692 H-0580","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0580.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0580.jpg","highlight-export","2124","2832","106.78","16.96","26.56","1.038"
"693","693 H-0581","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0581.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0581.jpg","highlight-export","3600","2400","48.01","13.52","20.65","1.936"
"694","694 H-0582","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0582.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0582.jpg","highlight-export","2403","3600","90.67","17.47","27.86","1.81"
"695","695 H-0583","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0583.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0583.jpg","highlight-export","2403","3600","98.23","0","24.61","0.629"
"696","696 H-0584","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0584.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0584.jpg","highlight-export","2403","3600","109.76","0","24.47","0.731"
"697","697 H-0585","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0585.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0585.jpg","highlight-export","2403","3600","95.63","0","20.98","0.743"
